Fabricante,Modelo,Valor en Euros
BIANCA,BIANCA 420,111900.00
BIANCA,MON 431,111900.00
BIANCA,COLUMB 521,124000.00
BIANCA,BIANCA 520,145900.00
BOWMAN,46 CORSAIR,106200.00
BRISA,32,41400.00
BRISA,35,50000.00
BRISA,38 CC,98200.00
BRISA,BRISA 38,78700.00
BRISA,40,72800.00
BRISA,44 CC,118600.00
CANTIERE DEL PARDO,343 GRAND. SOLEIL,74900.00
CANTIERE DEL PARDO,37 GRAND SOLEIL,90100.00
CANTIERE DEL PARDO,42 GRAND SOLEIL,157500.00
CANTIERE DEL PARDO,39 GRAND. SOLEIL,99500.00
CANTIERE DEL PARDO,42 GRAND. SOLEIL,108200.00
CANTIERE DEL PARDO,45 GRAND SOLEIL,149700.00
CANTIERE DEL PARDO,40 GRAND SOLEIL PERFOMANCE,267200.00
CANTIERE DEL PARDO,46.3 GRAND SOLEIL,171100.00
CANTIERE DEL PARDO,46 GRAND. SOLEIL,191100.00
CANTIERE DEL PARDO,50 GRAND SOLEIL,253200.00
CANTIERE DEL PARDO,52 GRAND. SOLEIL,249100.00
CANTIERE DEL PARDO,M.ONE GRAND SOLEIL,765800.00
CAMPER &amp; NICHOLSON,40 AC NICHOLSON,201900.00
CAMPER &amp; NICHOLSON,476  NICHOLSON,223900.00
CAMPER &amp; NICHOLSON,58    NICHOLSON,246600.00
CAMPER &amp; NICHOLSON,83    NICHOLSON,336400.00
CAVADELO,BETIL 27,34000.00
CAVADELO,BETIL 31,39000.00
CAVADELO,BETIL 38,50300.00
CNB,BORDEAUX 60,180.00
CCYD,CCYD 70,672100.00
CCYD,CCYD 75,728700.00
CCYD,CCYD 85,784000.00
CCYD,CCYD 120,841200.00
COMAR,COMET   910,20900.00
COMAR,COMET   910 PLUS,22100.00
COMAR,COMET   301,23300.00
COMAR,COMET   303,26500.00
COMAR,COMET  1000,26500.00
COMAR,COMET   333,37200.00
COMAR,COMET  1050,37200.00
COMAR,COMET    11,37200.00
COMAR,COMET   111,37200.00
COMAR,COMET   375,41500.00
COMAR,COMET    12,49700.00
COMAR,COMET   420,83000.00
COMAR,GENESI,99500.00
COMAR,COMET    13,62400.00
COMAR,COMET    14,74900.00
COMAR,COMET   460,99500.00
COMFORT,32 COMFORTINA,39000.00
COMFORT,38 COMFORTINA,45400.00
CONYPLEX,35 S,92700.00
CONYPLEX,37 S,111200.00
CONYPLEX,40 S,163700.00
CONYPLEX,43 S,197600.00
CONYPLEX,46 S,231600.00
DAIMIO,795,16300.00
DAIMIO,825,19600.00
DEHLER,28,39000.00
DEHLER,31,47300.00
DEHLER,33 CLASSIC,56200.00
DEHLER,35 CRUISING,76200.00
DEHLER,34,61800.00
DEHLER,36,102500.00
DEHLER,36 DB,111900.00
DEHLER,36 CWS,104400.00
DEHLER,37 CWS,109400.00
DEHLER,37 CRUISING,100200.00
DEHLER,38,104400.00
DEHLER,39 CWS,117600.00
DEHLER,41 CRUISING,131800.00
DEHLER,VARIANTA 44,203700.00
DEHLER,43 CMS,192000.00
DELFIN,28,22100.00
DYNAMIQUE,47,223900.00
DYNAMIQUE,52,281100.00
DYNAMIQUE,58,672100.00
DYNAMIQUE,62,784000.00
DYNAMIQUE,80,841200.00
DUFOUR,1800,15100.00
DUFOUR,28,25200.00
DUFOUR,28 EX/ST,36000.00
DUFOUR,284 TROPHY,39400.00
DUFOUR,30 INTEGRAL,33400.00
DUFOUR,30 CLASSIC,32800.00
DUFOUR,304 TROPHY,52200.00
DUFOUR,32 INTEGRAL,44800.00
DUFOUR,31,41500.00
DUFOUR,334 TROPHY,57100.00
DUFOUR,35 CLASSIC,64700.00
DUFOUR,385 LEST LONG,94700.00
DUFOUR,38 CLASSIC,71200.00
DUFOUR,39 CC,88000.00
DUFOUR,405,94800.00
DUFOUR,41 CLASSIC,92100.00
DUFOUR,414 TROPHY,125000.00
DUFOUR,430,269700.00
DUFOUR,44,154100.00
DUFOUR,45 CLASSIC,124700.00
DUFOUR,48 PRESTIGE,288700.00
DUFOUR,512,367000.00
DUFOUR,520 GL GRAND LARGE 17,408900.00
DUFOUR,54 CA PRESTIGE,472200.00
DUFOUR,56 EXCLUSIVE,512300.00
DUFOUR,56 CC PRESTIGE,479600.00
DUFOUR,65 PRESTIGE,825800.00
DUFOUR,80 LOCKWIND,120.00
ELAN,19,12600.00
ELAN,33,47300.00
ELAN,43,117600.00
ELAN,45,139500.00
ELAN,E6,441800.00
ETAP,20,13300.00
ETAP,22 i,19600.00
ETAP,23 i L,20000.00
ETAP,23,22100.00
ETAP,26 i,32200.00
ETAP,28 i,45400.00
ETAP,30,50300.00
ETAP,30 i,42300.00
ETAP,32 i,61800.00
ETAP,35 i,83900.00
ETAP,38 i,117600.00
FIBERTENIC,EUREKA,16300.00
FIBRESPORT,SOMO S-20,12600.00
FIBRESPORT,SOMO 20  (ORZA MOVIL),12000.00
FIBRESPORT,SOMO 20-S (ORZA FIJA),9600.00
FIBRESPORT,SOMO 24,15100.00
FIBRESPORT,SOMO 27,23300.00
FIBRESPORT,SOMO 28,25200.00
FIBRESPORT,SOMO 29,29000.00
FRAU,8,12600.00
FURIA,25,20200.00
FURIA,26,22100.00
FURIA,28,25200.00
FURIA,302,37200.00
FURIA,32,34000.00
FURIA,332,52900.00
FURIA,1000,46000.00
FURIA,37,47300.00
FURIA,382,78700.00
FURIA,44,134000.00
GALAPAGOS,29,22100.00
GALAPAGOS,31,25800.00
GALLART,13.50,223900.00
GIBERT MARINE,SIRENITA 55,9200.00
GIBERT MARINE,SERENITA 55,6400.00
GIBERT MARINE,GIB' SEA 234,12900.00
GIBERT MARINE,SERENITA 65,15100.00
GIBERT MARINE,GIB' SEA 242,22100.00
GIBERT MARINE,GIB' SEA 262,18400.00
GIBERT MARINE,GIB' SEA 264,21000.00
GIBERT MARINE,GIB' SEA 282,45400.00
GIBERT MARINE,GIB'SEA 302,38900.00
GIBERT MARINE,GIB¨SEA,46000.00
GIBERT MARINE,GIB' SEA 312,56600.00
GIBERT MARINE,GIB' SEA 334,55600.00
GIBERT MARINE,GIB' SEA 352 MASTER,79900.00
GIBERT MARINE,GIB' SEA 362,73500.00
GIBERT MARINE,GIB' SEA 106,67300.00
GIBERT MARINE,GIB' SEA 372 MASTER,91900.00
GIBERT MARINE,GIB' SEA 414,106900.00
GIBERT MARINE,GIB' SEA 402 MASTER,134000.00
GIBERT MARINE,GIB' SEA 422,140400.00
GIBERT MARINE,GIB' SEA 444,138300.00
GIBERT MARINE,GIB' SEA 442,154100.00
GIBERT MARINE,GIB' SEA 472,166800.00
GIBERT MARINE,GIB' SEA MASTER 48,194500.00
GIBERT MARINE,GIB' SEA MASTER 52,257500.00
GIBERT MARINE,GIB' SEA 522,287900.00
GIB' SEA,372,113800.00
GIB' SEA,444,133600.00
HALLBERG RASSY,HR  31,58700.00
HALLBERG RASSY,MOSUM 31,91900.00
HALLBERG RASSY,HR  34,79600.00
HALLBERG RASSY,HR  36,111200.00
HALLBERG RASSY,HR  39,151200.00
HALLBERG RASSY,HR 42,191400.00
HALLBERG RASSY,HR 46,259300.00
HALLBERG RASSY,HR 53,364400.00
HANSE,291,22800.00
HANSE,301,26500.00
HANSE,341,204000.00
HANSE,331,47600.00
HONOR MARINE,ORIGINAL DEVON COASTER,20600.00
HUNTER,240,13600.00
HUNTER,260 CB,20200.00
HUNTER,28 HUNTER,22100.00
HUNTER,280,39600.00
HUNTER,310,53200.00
HUNTER,340,68200.00
HUNTER,376,93100.00
HUNTER,410,117800.00
HUNTER,43,146000.00
HUNTER,450,167500.00
ICE YACHTS,ICE 62 TARGA,195.00
INTERNACIONAL COMPOSITES SA,BRENTA 24,30800.00
J.BOATS,J22,10800.00
J.BOATS,J24,16900.00
J.BOATS,J80,19300.00
J.BOATS,J92,35200.00
J.BOATS,J105,72400.00
J.BOATS,J32,86700.00
J.BOATS,J120,141700.00
J.BOATS,J42,156400.00
J.BOATS,J130,175800.00
JEANNEAU,SUN FAST 17,3800.00
JEANNEAU,SUN FAST 20,5300.00
JEANNEAU,SUN WAY21,12000.00
JEANNEAU,BAHIA,12000.00
JEANNEAU,JOD 24,13900.00
JEANNEAU,SUN ODISSEY 24,16600.00
JEANNEAU,TONIC 23,20900.00
JEANNEAU,EOLIA,23300.00
JEANNEAU,FANTASIA Q,17800.00
JEANNEAU,FANTASIA 27,17800.00
JEANNEAU,SUN ODDISSEY 29.2,32600.00
JEANNEAU,SUN ODYSSEY 28.1,17000.00
JEANNEAU,SUN ODYSSEY 30,25200.00
JEANNEAU,SUN DREAM 28,46000.00
JEANNEAU,RUSH,56500.00
JEANNEAU,SUN FAST 32,48200.00
JEANNEAU,SUN LIGHT 31,53500.00
JEANNEAU,ATTALIA,40300.00
JEANNEAU,1000 ESPACE,102800.00
JEANNEAU,SUN ODISSEY 34.2,51700.00
JEANNEAU,SUN ODYSSEY 33.1,36000.00
JEANNEAU,SUN LIBERTY 34,104400.00
JEANNEAU,ESPACE  990,64800.00
JEANNEAU,SUN RISE 34,83600.00
JEANNEAU,SUN  ODISSEY 36.2,67300.00
JEANNEAU,ESPACE 1000 Q,75500.00
JEANNEAU,SUN ODISSEY 379,123300.00
JEANNEAU,SUN DANCE 36,96400.00
JEANNEAU,"VOYAGE 11,20",98800.00
JEANNEAU,SUN SHINE 36 Q,75500.00
JEANNEAU,SUN SHINE 38 DP,92500.00
JEANNEAU,SUN FAST 36,77200.00
JEANNEAU,SUN ODYSSEY 37.1,96100.00
JEANNEAU,SUN ODYSSEY 380,226100.00
JEANNEAU,SELECCION 37,57800.00
JEANNEAU,SUN FAST 37,113000.00
JEANNEAU,ESPACE 1100,87500.00
JEANNEAU,SUN CHARM 39,110700.00
JEANNEAU,SUN ODYSSEY 419,160400.00
JEANNEAU,SUN ODISSEY 40 D.S,92100.00
JEANNEAU,SUN ODISSEY 42.2,106900.00
JEANNEAU,SUN ODISSEY 42i,123800.00
JEANNEAU,SUN FIZZ Q.SLOOP,103800.00
JEANNEAU,SUN FAST 42,117300.00
JEANNEAU,SUN LEGENDE 41,123400.00
JEANNEAU,"VOYAGE 12,50",138300.00
JEANNEAU,SUN ODISSEY 42 CC,126800.00
JEANNEAU,SUN ODYSSEY 410,231200.00
JENNEAU,SUN ODISSEY 439,171100.00
JENNEAU,SUN ODISSEY 43,160100.00
JEANNEAU,SUN MAGIC 44,165300.00
JEANNEAU,SUN ODYSSEY 440,284600.00
JEANNEAU,ESPACE 1300 Q,168600.00
JEANNEAU,SUN ODYSSEY 45,182900.00
JEANNEAU,SUN KISS,179800.00
JEANNEAU,SUN ODYSSEY 44,188400.00
JEANNEAU,SUN ODYSSEY 45.1,85500.00
JEANNEAU,SUN ODYSSEY 47 BC,122000.00
JEANNEAU,SUN KISS 47,186200.00
JEANNEAU,TRINIDAD SLOOP Q,179800.00
JEANNEAU,SUN ODISSEY 52.2,215700.00
JEANNEAU,SUN ODYSSEY 51,165000.00
JEANNEAU,SUN FAST 52,151900.00
JEANNEAU,LAGOON 55,186200.00
JONGERT,18 DS,210.00
KIRIE,FEELING 286,34000.00
KIRIE,FEELING 306,38900.00
KIRIE,FEELING 850,46000.00
KIRIE,FYFTY 33,101400.00
KIRIE,FEELING 326,61800.00
KIRIE,FEELING 960,50300.00
KIRIE,FEELING 346,70600.00
KIRIE,FEELING 356,64700.00
KIRIE,"FEELING 10,90",87500.00
KIRIE,FEELING 386,82400.00
KIRIE,FEELING 416,134000.00
KIRIE,FEELING 426,140400.00
KIRIE,FEELING 486,152500.00
KIRIE,FEELING 446,168600.00
KIRIE,"FEELING 13,50",195600.00
KL COMPOSITE,KELT 24,16300.00
KL COMPOSITE,KELT 29,37200.00
LARSEN,28,44200.00
LARSEN,34,50300.00
LM,27,36000.00
LM,31,45400.00
MALÖ YACHTS,40,17500.00
MALÖ YACHTS,34,205500.00
MALÖ YACHTS,36,300000.00
MALÖ YACHTS,38,316500.00
MALÖ YACHTS,39,356100.00
MALÖ YACHTS,40 CLASSIC MK II,570300.00
MALÖ YACHTS,39 CLASSIC,407700.00
MALÖ YACHTS,43 CLASSIC,472700.00
MCGREGOR,65,215800.00
MARINE PROJET,MOODY  S 31,63600.00
MARINE PROJET,MOODY  36,101900.00
MARINE PROJET,MOODY  S 38,122000.00
MARINE PROJET,MOODY  40,145100.00
MARINE PROJET,MOODY  46,240800.00
MAXI YACHTS,MAXI 100,64800.00
MAXI YACHTS,MAXI 340,69200.00
MAXI YACHTS,MAXI 34,70400.00
MAXI YACHTS,MAXI 380,129700.00
MAXI YACHTS,MAXI 38,132800.00
MCGREGOR,26,15100.00
MG,25 MG SPRING,16300.00
MOTYVEL,700 FLASH,22100.00
MYABCA,31 DELFIN VELA,22100.00
NAUTOR'S SWAN,36 SWAN,90000.00
NAUTOR'S SWAN,43 SWAN,111900.00
NAUTOR'S SWAN,46 SWAN,134000.00
NAUTOR'S SWAN,53 SWAN,157300.00
NAUTOR'S SWAN,59 SWAN,179200.00
NAUTOR'S SWAN,61 SWAN,191100.00
NAUTOR'S SWAN,MONO,192.00
NAUTOR'S SWAN,65 SWAN,201900.00
NAUTOR'S SWAN,651 SWAN,213200.00
NAUTOR'S SWAN,86 SWAN,281100.00
NORAY,27 NORAY,22100.00
NORAY,31 NORAY,29600.00
NORTH WIND,315 NORTH WIND,29600.00
NORTH WIND,34 MISTRAL,78700.00
NORTH WIND,35 NORTH WIND,79900.00
NORTH WIND,36 NORTH WIND,83000.00
NORTH WIND,40 MISTRAL,96900.00
NORTH WIND,405 NORTH WIND,83600.00
NORTH WIND,41 NORTH WIND,101300.00
NORTH WIND,435 NORTH WIND,101300.00
NORTH WIND,44,230100.00
NORTH WIND,47 NORTH WIND,168600.00
NORTH WIND,50,293700.00
NORTH WIND,55,448800.00
NORTH WIND,56,179200.00
NORTH WIND,62,701100.00
NORTH WIND,70,200.00
OMEGA,23 PUMA,12600.00
OMEGA,26 PUMA,19600.00
OMEGA,27 PUMA,32200.00
OMEGA,29 PUMA,39000.00
OMEGA,350 PUMA,70600.00
OMEGA,PUMA MV FUTURA,80600.00
OMEGA,341 PUMA,57800.00
OMEGA,32 PUMA,47300.00
OMEGA,34 PUMA,56600.00
OMEGA,38 PUMA,61800.00
OMEGA,435 PUMA C,87500.00
OMEGA,435 PUMA,106300.00
OMEGA,47 PUMA,67300.00
OSTRODA YACHTS,MAJESTIC 24 WEEKEND,29300.00
OYSTER MARINE,LIGHTWAVE 395,385300.00
OYSTER YACHTS,42,282600.00
OYSTER YACHTS,45,358200.00
OYSTER YACHTS,485,453800.00
OYSTER YACHTS,49,480200.00
OYSTER YACHTS,495,110.00
OYSTER YACHTS,55,565000.00
OYSTER YACHTS,61,988000.00
PLASTIVELA,KUDU,16300.00
PLASTIVELA,MOUSE,20900.00
POLIKEA,STREAM 550,9600.00
PRODISSENY,900 ATLAS,34000.00
PRODISSENY,1000 ATLAS,56600.00
PRODISSENY,1100 ATLAS,83600.00
PRODISSENY,1200 ATLAS,106300.00
PRODISSENY,1400 ATLAS,145900.00
PRONAUTICA 92,32    ALTAMAR,16300.00
PRONAUTICA 92,34/35 ALTAMAR,22100.00
PRONAUTICA 92,47    ALTAMAR,50300.00
PRONAUTICA 92,50    ALTAMAR,56600.00
RO,300 SAIL,38300.00
SAGA,24 SAGA,25800.00
SAGA,27 SAGA,45400.00
SAILART,17 TOP,7900.00
SAILART,18 TOP,9100.00
SAKE,SAKE,16300.00
SALVORA,AXIL 34,43300.00
SILENTCRAFT,700 ESTRELLA,9600.00
SILENTCRAFT,NANTUCKET CLIPPER,34000.00
SILTALA,33 NAUTICAT,111900.00
SILTALA,36 NAUTICAT,157300.00
SILTALA,38 NAUTICAT,201900.00
SILTALA,40 NAUTICAT,246600.00
SILTALA,43 NAUTICAT,291200.00
SILTALA,44 NAUTICAT,313700.00
SILTALA,52 NAUTICAT,336400.00
SIROCO,SIROCO MK II,22100.00
SUMBEAM,37,359600.00
TAYLOR,SOMO S-23,27500.00
TECHNIMAR,HERMINE 47,462400.00
TORNADO,31 TORNADO,22100.00
UNNA,20 TOURING,11300.00
UNNA,20 SUNSHINE,13600.00
UNNA,24 TOURING,16300.00
UNNA,24 SUNSHINE,18200.00
UNNA,31 TOURING,50700.00
UNNA,31 SUNSHINE,58100.00
VAN DE STADT,VETUS,194700.00
VICTORIA YACHTS,SHADOWS 30,183100.00
VICTORIA YACHTS,31 FJ44079,113500.00
VIVACITY,VIVACITY,12600.00
WAUQUIEZ,AMPHORA,256900.00
WESTERLY,RENOWN 32,123300.00
WESTERLY,DISCUS 33,185000.00
WRIGTHON,BI LOUP 66,16600.00
WRIGTHON,BI LOUP 77 NV,20700.00
WRIGTHON,BI LOUP 88,31500.00
WRIGTHON,BI LOUP 102,53700.00
X YACHTS,X  -   79,12000.00
X YACHTS,X  -   95,22100.00
X YACHTS,X  -  302,30200.00
X YACHTS,X - 32,50200.00
X YACHTS,X  -   99,28400.00
X YACHTS,X  -  102,45400.00
X YACHTS,X  -  3/4 TON,50300.00
X YACHTS,X  -  332,37800.00
X YACHTS,X  -  362,49700.00
X YACHTS,IMX  38,63600.00
X YACHTS,X  -  382,64200.00
X YACHTS,X  -  402,111900.00
X YACHTS,X-1 TON,111900.00
X YACHTS,X  -  412,78000.00
X YACHTS,X  -  442,115200.00
X YACHTS,X -   482,270400.00
X YACHTS,X  -  512,190500.00
X YACHTS,X  -  612,303000.00

